City/province name (CN),City/province name (EN),Province,Year,"1.1. Total production capacity (10,000 cubic metres/day)","1.2. Of which how much is groundwater (10,000 cubic metres/day)",1.3. Number of plants (units),1.4. Of which how many are groundwater water treatment plants (units),"2.1. Total water supply volume / year (10,000 cubic metres/year)","2.2. Average supply per day (10,000 cubic metres/day)","2.3. Maximum supplied in a day (10,000 cubic metres/day)","3.1. Total Volume of water sold (10,000 cubic metres/year)","3.2. Of which Domestic/residential water (10,000 cubic metres/year)","3.3. Of which Administrative water (10,000 cubic metres/year)","3.4. Of which Industrial (10,000 cubic metres/year)","3.5. Of which Commercial (10,000 cubic metres/year)","3.6. Of which Special sectors (10,000 cubic metres/year)","3.7. Of which Other (10,000 cubic metres/year)",4. Water sold / water produced (%),5.1. Coverage rate of urban water supply (%),"5.2. Total city population (10,000s)","5.3. Total city population with water access (10,000s)",6.1. Average water use for all purposes (L/person*day),6.2. Average water use for residential/household/living purposes (L/person*day),7.1. Plants under construction (units),"7.2. Capacity of plants under construction (10,000 cubic metres/day)",8.1. Total pipe length (km),8.2. Of which are sourcing water (km),8.3. Of which are supplying water (km),8.4. of which how much length is for piping 75mm diameter and above (km),"9. Loss and leakage volume (10,000 cubic metres)",10. Loss and leakage rate (%),11. Pipe network density (km of pipe/square kilometer of network area）,12.1. Material: Ductile iron (km),12.2. Material: Steel piping (km),12.3. Material: Cast Iron (km),12.4. Material: PCCP (km),12.5. Material: Plastic (km),12.6. Material: Asbestos cement (km),12.7 Material: Other materials (km),13.1. Total number of water meters (units),13.2. Of which Domestic/residential,13.3. Of which Industrial,13.4. Of which Other,14.1. Overall rate of water that meets standard (%),14.2. turbidity rate meeting standard (%),14.3. Colour  rate of meeting standard (%),14.4. Odor  rate of meeting standard (%),14.5. Residual chlorine  rate of meeting standard (%),14.6. Bacterial contamination rate meeting standards (%),14.7. Total coliform contamination rate meeting standard (%),14.8. Oxygen demand (CODMn) meeting standard rate (%),15.1. Rate at which pressure in water distribution system meets the standard (%),15.2. Average pressure in water distribution system (Mpa),"16.1. Percentage of total water supply area is taken up by low pressure are, ratio (%)",16.2. Total water supply area (square km）,16.3. Total low pressure area (square km),"17.1. Total electricity use (10,000 kWh)","17.2. Electricity use for water production (1,000 kWh/1,000 cubic metre)","17.3. Electricity use for water distribution (1,000 kWh/1,000 cubic metre*Mpa)",18.1. Mixed flocculant consumption (kg),"18.2. Coagulant consumption per unit of water (kg / 1,000 cubic meters)",19.1. Total disinfectant consumption (kg),"19.2. Disinfectant consumption per unit water (kg / 1,000 cubic meters)","20.1. Original value (10,000 yuan)","20.2. Net worth (10,000 yuan)","21. Sales revenue (10,000 yuan)",22.1. Total profit,22.2. Net profit,Loss,23. Unit water sales cost (yuan / thousand m3),"24. Total wages (10,000 yuan)",25.1. Total employees (persons),25.2. Of which On-duty workers,25.3. Of which Other personel,25.4. Of which professional and technical personnel,27.1. Residential drinking water Current price or standard (yuan/cubic meter),27.2. Residential drinking water Original price or standard (yuan/cubic meter),28.1. Administrative water Current price or standard  (yuan/cubic meter),28.2. Administrative water Original price or standard (yuan/cubic meter),29.1. Industrial water Current price or standard (yuan/cubic meter),29.2. Industrial water Original price or standard (yuan/cubic meter),30.1. Business services water Current price or standard (yuan/cubic meter),30.2. Business services water Original price or standard (yuan/cubic meter),31.1. Special industry water Current price or standard (yuan/cubic meter),31.2. Special industry water Original price or standard (yuan/cubic meter),32.1. Unit average water Current price or standard (yuan/cubic meter),32.2. Unit average water Original price or standard (yuan/cubic meter)
浏阳,Liuyang,Hunan,2013,7.5,1.5,3,2,1842,5.046575342,7,1416,914,200,,275,27,,0.768729642,95,22,20.9,185.62,185.62,1,4,170.45,12.2,158.25,150.3,25.78,1.4,2.84,42.15,5.47,,,119.33,3.5,,70737,61610,,9127,100,99,100,100,100,100,100,100,100,0.35,6.67,60,4,578,91.21,195.19,261653.87,14.65,35168,1.9,7106,2686,3224,,,597,2720,1518.3,247,195,52,26,2.89,2.49,4.02,2.49,4.02,2.43,4.22,4.15,9.67,8.13,,
武冈,Wugang,Hunan,2013,3,,1,,995.18,2.726520548,3,666.44,497.29,,83.36,78.24,3.78,3.77,0.669667799,100,24,24,76.08,66.13,1,10,387.3,8.3,379,250.3,,,,20,5.3,33,54,147,,128,26853,26853,,,99.6,98.4,99,100,100,100,100,100,100,,,,,,,,,,,,2314,1151,1334,,,91,2806,432,191,189,2,38,2.47,2.05,3.31,2.85,3.01,2.85,3.41,2.85,7.82,7.22,4,3.56
永州（冷水滩）,Yongzhou (cold water beach),Hunan,2013,19.5,,3,,5667.24,15.52668493,21.7,2373.23,1443.56,159.83,450.65,303.8,9,6.39,0.418762925,97.14,31.5,30.6,212.48,171.56,1,10,632.55,6.7,625.85,370.52,998.32,17.62,13.75,10.81,335.41,93,43.29,130.18,,22.63,99297,96639,1298,1360,100,100,100,100,100,100,100,100,94,,6,46,2.76,,,,,,,,28300,22000,4200,,,377,1720,1400,536,346,190,41,1.99,1.64,3.08,1.64,3.08,1.81,3.08,2.98,7.96,6.62,2.39,
娄底,Loudi,Hunan,2013,20,,2,,4326.46,11.85331507,16.32,3566.13,2412.08,167.84,335.68,391.64,35.21,223.68,0.824260481,94.99,41.91,39.81,245.42,206.93,1,10,,,,,,,,,,,,,,,,,,,100,100,100,100,100,100,100,100,100,0.4,,,,1620.02,379.72,368.56,179692,4.15,126300,2.92,29271.91,1575.57,8182.67,888.11,650.42,,2130,1833.07,576,471,105,74,2.22,,3.02,,6.72,,,,,,,
常德,Changde,Hunan,2013,35,,2,,7490.55,20.52205479,22.69,5235.67,2834.12,,,,53.4,56.96,0.698970036,100,55.04,55.04,260.62,,,,1021.2,,1021,733.54,,,,541.81,59.54,104.15,,134.3,111.27,70.13,198637,198637,,,99.54,99.08,100,100,99.08,100,100,100,99.3,0.24,,,,1923.87,256.84,,829730,11.08,139547,1.86,46372.9,21437.2,8974,,,725,1273.08,3971.2,712,712,,178,3.1,2.28,4.24,3.42,4.24,3.42,4.24,3.42,9.94,9.12,,
冷水江,Cold water river,Hunan,2013,7,,2,,1803.34,4.940657534,5.5,1293.87,775.8,,,,14.88,,0.717485333,100,14,14,253.2,,,,625.8,8.7,617.1,206.7,,,24.26,81.5,14.8,4.6,,55.9,,262.3,54287,52282,370,1635,100,100,100,100,100,100,100,100,99,0.4,1.94,25.8,0.5,589,326.61,,64306,3.57,90997,5.04,13086.02,7769.02,3905.12,31.71,31.71,,1408.08,1030,334,280,54,56,1.42,,1.42,,1.56,,2.56,,5.56,,,
津市,Tsu City,Hunan,2013,5,,2,,1100,3.01369863,5,750,480,,210,50,10,,0.681818182,85.71,14,12,171.23,123.29,1,5,168,5,163,120,,,,,,,,,,,31637,31637,,,100,100,100,100,100,100,100,100,98,0.34,,,,680,385,450,48000,3.15,17940,1.21,4933.3,2998.9,1106.7,,,80.54,1930.03,530,135,135,,20,1.8,,1.8,,2.3,,4.2,,6,,2.67,
韶山,Shaoshan,Hunan,2013,3.5,,4,,460,1.260273973,2,326,178,,69,75,4,,0.708695652,100,3,3,297.72,234.7,,,246.5,10.5,236,126,130,28.26,,38,1.2,35,0.5,161.3,,,9940,9450,490,,100,100,100,100,100,100,100,100,100,,,,,2400,514.73,451.02,53145,11.4,61820,13.25,5852,4017,9.1,,,328,4610,193,81,81,,5,1.8,1.5,,,,,,,7.8,6,,
吉首,Jishou,Hunan,2013,10.5,,3,,2578,7.063013699,8.3,1977,1270,,,,39,2,0.766873545,100,30,30,180.55,,,,369,0.2,368.8,360,409,15.87,,246.24,37.62,37.3,13.4,15.09,,15.76,53847,48520,652,4675,99.99,99.93,100,100,100,100,100,100,100,0.36,,,,792,308,4.4,52461,2.26,39490,1.55,12687,5756.1,4231,147,125,,2070,1340,287,265,22,86,1.65,1.65,1.65,1.65,1.82,1.82,2.97,2.97,6.67,6.67,1.7,1.7
衡阳,Hengyang,Hunan,2013,4.2,,1,,1100,3.01369863,3.6,780,385,58,216,85,6,30,0.709090909,80.36,16.8,13.5,158.3,108.37,1,6,116.7,,116.7,49.8,210,19.09,6.48,25.2,4.6,,,86.9,,,5496,5417,3,76,,100,100,100,100,100,100,98,88,,30.56,18,5.5,273,287,0.4,124000,13,31250,3.89,4183,3008,2371,57,57,,1600,795,240,170,70,26,1.89,1.58,2.88,1.95,2.88,2.18,2.88,2.98,7.68,5.58,4.15,2.85
张家界,Zhangjiajie,Hunan,2013,12,,3,,2723,7.460273973,8,1460,910,407,8,120,15,,0.536173338,90,20,18,222.22,221,1,8,312,,312,,298,10.94,6.93,248,,,,38,26,,46983,39861,6982,140,100,100,100,100,100,100,100,100,99,0.35,1.78,45,0.8,587,330,247,29906,1.68,46702,2.62,16194,10791,3468,,,191,2520,726,310,310,,56,1.81,1.58,2.72,1.58,2.72,1.74,2.72,2.84,7.24,6.3,2.19,1.84
岳阳,Yueyang,Hunan,2013,40,,2,,7654.84,20.97216438,25.13,5306.5,3652.34,,,1544.44,62.72,47,0.693221543,89.02,82,73,199.16,197.39,,,677,,677,413,1959.34,25.6,7.52,154,12,49,25,437,,,215873,199013,642,16218,99.7,98,100,100,100,100,100,99.3,99.6,0.34,13.33,90,12,1208,155.87,365.53,672391,8.68,188537,2.43,32758.82,15686.54,10644.68,,,63.63,2070,4512,783,783,,220,1.4,,1.4,,1.54,,2.52,,4.5,,1.5,
临湘,Linxiang,Hunan,2013,8.5,,2,,1200,3.287671233,3,603,480,31,21,66,5,,0.5025,98.18,11,10.8,152.97,147.64,1,3,146.5,1.8,144.7,,360,30,,1.32,0.8,21.4,17.8,89.6,,10.66,29440,26505,323,2612,100,100,100,100,100,100,100,100,96,0.3,20,25,5,209,160,160,,,35060,2.3,2934,1482,850,,,100,1200,300,227,170,57,40,1.98,1.65,,,,,,,7.92,6.6,,
怀化,Huaihua,Hunan,2013,,,,,,,,,,,,,,,,,,,,,,,768,,768,320.4,,,19.2,104.6,184.7,197,49,165.88,3.6,63.4,,,,,99.6,99.2,100,100,100,99.6,99.2,100,99,0.25,20,40,8,1265,410,41.5,259000,8.4,81000,2.63,28213,13734,6031,557,407,,2070,1391,216,216,,,,,,,,,,,,,,
广州,Guangzhou,Guangdong,2013,,,7,,,,436.39,,,,,,413.57,,0.781271251,99.93,,,340.15,275.48,,,,159.85,,,,15.19,7.89,1251.62,,1725.67,,575.4,,1108.02,,,5994,54071,100,100,100,100,100,100,100,100,99.44,0.26,,758,,55356.47,361.41,376.86,44455068,29.33,3268024,2.16,,,,3243.5,3240.56,,2279.18,,4440,4317,123,801,,,,,,,,,,,,
东莞东江水务,Dongguan Dongjiang Water,Guangdong,2013,,,5,,,,258.54,,,,,,,,0.990498456,,,,,,,,350,8,342,350,782.41,0.98,,0.8,244.2,,43,,,62,175,175,,,99.6,98.6,100,99.1,99.9,100,100,100,97.21,0.33,,,,19751.66,260.63,343.97,1083260.55,1.43,1401852.24,1.85,,169996,,2771,2078,,1220,5230,875,875,,247,1.6,1.38,1.8,1.38,1.8,1.43,1.8,1.43,3,2,1.64,1.56
中山,Zhongshan,Guangdong,2013,20,,1,,23892,65.45753425,,21198,3568,424,867,1416,71,,0.887242592,100,,,,,,,1058,,1058,1058,,,3.9,,,,,,,,191541,161016,1497,29028,99.6,95.8,100,100,99.7,99.8,99.8,100,99.01,0.31,,,,346.91,147.35,483.83,165441,7.03,22975,0.98,98697,58282,27215,6625,5405,,1039,2676,307,307,,169,1.3,0.96,1.81,1.38,1.82,1.38,1.93,1.67,3.03,2.52,1.68,1.58
佛山,Foshan,Guangdong,2013,115.5,,5,,21724.41,59.51893151,,18417.62,4601.53,2178.87,5326.66,2870.33,41.84,3398.39,0.847784589,,,,,,,,1708.84,11.34,1697.5,1017.49,3268.86,14.62,15.05,191.59,,272.1,7.48,237.9,63.89,310.71,331261,277490,4983,48788,100,100,100,100,100,100,100,100,100,0.35,,,,4419.27,198.39,369.47,3790360.6,17.02,311450.4,1.43,182889.48,115752.27,31526.81,,,9236.49,1869.06,5849.8,953,953,,206,1.94,1.58,2.43,2.3,2.43,1.65,2.43,,6.5,6.5,2.23,1.83
珠海,Zhuhai,Guangdong,2013,102.21,,16,,33398.24,91.5020274,101.24,29495.33,10039.97,2852.02,,5340.42,49.28,,0.883140249,100,159.3,159.03,508.14,314.95,2,32,2928,96,2832,1998,5557.59,16.64,10.6,360,317,437,,232,,1190,602740,536825,9452,56463,99.8,98,99.6,100,98.9,98.8,100,100,91.38,0.29,,276.5,,11816,154.79,385.74,4663195,13.96,720234,2.16,280683,126960,58608,2640,2951,,1827.2,13928,1545,1538,7,275,1.5,1.25,2.32,1.88,1.9,1.55,2.32,2.2,3.7,3.15,1.81,1.61
惠州,Huizhou,Guangdong,2013,70,,3,,15196,41.63287671,60,12906,6282,626,3567,2157,134,140,0.849302448,98,133,130,272,132,1,20,1182.68,24.48,1158.2,,2127,14,3.2,246.18,180.18,250,258.48,199.92,5,52.13,280139,250452,24163,5524,99.72,98.89,100,100,99.23,99.74,99.91,100,99.5,0.39,,369,,5754,,,1490000,6.16,246000,1.64,101370,66844,24940,,,767,1900,4883,670,670,,105,1.68,1.4,2.15,1.55,1.9,1.4,3.2,2.9,4.2,3.9,1.93,1.61
汕尾,Shanwei,Guangdong,2013,16.5,,3,,3574,9.791780822,11,2270,1303,171,533,181,16,66,0.635142697,98,27,26.5,242.5,143.5,,,497.2,20,477.2,477.2,893.5,25,19.89,,29,41,38,195,,194.2,63332,59679,2297,1356,99.4,97.9,100,100,97.8,100,100,100,98.8,0.25,20,25,5,980,161,108,32715,9.42,48015,1.43,14580,7346,5097,,,1001,2140,1122,342,260,82,63,1.71,1.55,,,2.3,1.66,2.58,,5,2.86,1.96,1.6
揭阳,Jieyang,Guangdong,2013,15,,1,,5215,14.28767123,16,3859,1200,,297,409,18,1935,0.739980825,100,50,50,211,164,,,375,,375,375,1356,26,5.5,127,26,133,,89,,,109703,94328,4139,11236,99.26,98.33,100,100,100,98.33,99.66,100,99,0.32,5.11,94,4.8,1084.41,198.08,400,1163125,20.78,267255,4.74,18572,5202,7703,256,170,,1960,1515,352,352,,55,1.6,1.3,2.45,1.8,1.75,1.15,2.7,2.7,4,3,1.59,1.54
潮州,Chaozhou,Guangdong,2013,44,,3,,7017.75,19.22671233,24.52,6108.86,3298,183,629,574,18,1406.86,0.870486979,100,38,38,279,193,,,561.84,3,558.84,561.84,908.89,12.95,9.36,144.69,8.98,106.73,56.04,111.47,,133.93,207631,182335,2404,22892,99.3,95.8,100,100,98.4,100,100,100,100,,,60,,1793,255,,377148,5.37,112305,1.6,44408.7,15697.7,9703,,,11.83,1690,2931.2,517,517,,113,1.84,1.48,2.46,1.7,2.03,1.5,2.46,2.25,3.74,2.8,2.01,1.6
梅州,Meizhou,Guangdong,2013,16,,2,,6215.84,17.02969863,21,3921.01,2368.22,446.66,412.82,354.54,142.63,196.14,0.630809352,96,40,38.5,261.5,146,,,400,30,370,370,1550.4,24.94,8.44,40,100,150,,,,80,204349,168145,742,35462,100,100,100,100,100,100,100,100,99,0.32,26.32,38,10,1396,202.42,481.95,696598,14.96,300980,4.63,19691.04,9304.55,7758.37,,,1077.82,2240,1765.78,663,663,,69,1.78,1.6,,,2.52,1.7,2.52,,6,4.5,2.14,1.82
汕头,Shantou,Guangdong,2013,92,,4,,18054,49.4630137,58.64,15390.1,7865.91,724.09,4115.51,1795.76,89.7,799.13,0.852448211,99,164.03,162.4,259,176,,,1523.75,18,1505.75,,2619.51,14.8,4.34,325.75,169.97,513.71,,351.21,79.76,65.35,439100,381960,,2898,99.77,99.3,100,100,99.61,100,99.96,100,97.7,0.23,,347.17,,4124.14,189,,812500,4.5,245800,1.36,189036.87,88217.83,26674.47,7.2,7.2,,1850,2729.76,1154,1018,136,362,1.05,0.7,1.4,0.95,1.15,0.7,1.8,1.22,,0.58,1.23,0.81
河源,Heyuan,Guangdong,2013,9.1,,1,,3257,8.923287671,10.5,2530,1593,218,165,520,,34,0.776788456,100,24.2,24.2,290,268,,,610.39,,610.39,441,727,22.32,14.53,64.73,370.17,,32,111.26,,32.23,8232,7250,,982,100,100,100,100,100,100,100,100,100,0.28,4.76,42,2,94.43,57,63.04,,,13602,0.46,13052,8224,3169,515,376,,659.17,472.9,119,119,,17,2.3,1.9,3.3,2.3,3.35,2.25,3.35,2.95,15,7.5,2.93,2.33
深圳,Shenzhen,Guangdong,2013,,,8,,,,174.25,,,3452.05,4244.6,,465.42,,0.883136879,100,359,359,380.16,187.93,,,4309,143.21,4165.79,2829.66,6401,11.35,12.14,376.15,,669.81,316.6,822.5,,390.85,532534,453866,3040,75628,100,99.97,100,100,100,100,100,100,99.9,0.36,,355,,11684.81,201.4,355.5,1054268.1,1.82,1110232,1.91,,137059,,,,,2567.72,,2873,2873,,563,,1.65,2.4,2.15,2.2,1.75,2.2,2.2,4,3.5,2.1,1.74
茂名,Maoming,Guangdong,2013,33.5,,2,,6919.63,18.95789041,27.34,5404.45,3022.43,656.18,532.04,721.48,23.86,448.46,0.781031645,100,60,60,246.78,202.01,,,864.11,,864.11,487.45,1515.18,21.9,8.36,114.43,54.28,122.11,,132.01,66.9,374.38,128404,111226,761,16417,99.8,98.43,100,100,99.91,100,100,100,100,0.32,,103.32,,1545.3,212.16,356,547275,7.51,69050,0.95,43292.77,20209.39,9981,,,1107.6,2050.56,2632.88,498,497,1,166,,,,,,,,,,,1.56,1.43
湛江,Zhanjiang,Guangdong,2013,44.5,22.5,14,12,11610.32,31.80909589,35.94,6251.85,5740.56,182.66,133.33,105.66,46.27,43.37,0.53847353,97.5,86.2,84,319,187,2,33.4,1169.02,,1169.02,729.02,1833.08,15.79,12.3,182.56,8.87,122.17,,433.73,189.17,232.52,159568,147948,11027,593,99.07,96.65,97.82,99.92,99.75,100,100,100,99,0.35,,,,3756.77,130.47,206.77,819250,7.06,,,81870.97,81870.97,,1700.53,1323.46,,1560,3840.77,769,769,,137,1.47,1.34,2.5,2.15,1.8,1.58,2.45,2.3,4.3,4.15,1.65,1.5
江门,Jiangmen,Guangdong,2013,56,,2,,14944,40.94246575,51.56,12727,3888,843,3973,1255,46,2722,0.851646146,100,68,68,512.77,243,,,1306.06,17,1289.06,1137.25,1866,12.48,4.35,323.67,114.99,231.17,102.13,73.12,,460.96,297152,261547,,,99.98,99.82,100,100,100,100,100,100,100,0.34,,300,,3597,283,,702900,4.37,431862,2.68,98138,41293,19665,2460,2240,,1506,3376,476,474,2,113,1.48,1.21,2.2,2.05,1.4,1.1,2.95,2.59,3.8,3.1,1.76,1.54
阳江,Yangjiang,Guangdong,2013,26,,1,,7401.6,20.27835616,25.8,5698.22,2398.3,161.77,807.7,705,137.93,1487.52,0.769863273,98,55,46,310,225,1,10,820,1,819,820,1702.37,23,16,50,350,210,160,50,,,124567,109225,304,15038,99.62,99.5,100,100,99.4,100,100,100,96.2,0.26,27.27,55,15,2172.7,252.7,,546.98,6.36,211.18,2.46,51192,25744,9989,684,624,,1830,2206,484,484,,143,1.25,1.05,1.65,1.45,1.48,1.28,2.4,2.2,3.2,3,1.48,1.28
韶关,Shaoguan,Guangdong,2013,30,,5,,6787,18.59452055,26,5745,3624.84,283.02,486.9,747.89,46.37,555.98,0.846471195,100,50,50,314,199,,,1384.03,16,1368.03,969.54,1041,15.34,25.16,301.13,206.6,,,,,274.26,81052,73505,302,7245,100,100,100,100,100,100,100,100,,,,55,,2348,408,,917430,15.97,74800,1.3,23440,8760,8073,,,777,1620.58,1952,374,365,9,91,1.95,1.5,2.7,1.5,2.16,1.58,2.7,2.1,4.5,2.1,2.8,1.49
云浮,Yunfu,Guangdong,2013,10,,1,,3153,8.638356164,9.6,2529,1284,,1202,25,18,,0.802093245,80.21,28,22.8,368.74,188,,,932.61,,932.61,133.51,624,19.79,31.09,14.49,48.64,67.88,15.2,,,,46577,27946,9315,9316,99.6,100,100,100,99.5,100,100,100,100,0.25,10,30,3,1403,474,,,,,,31957.22,17892.14,4518.22,,,680.29,2200,616.98,171,171,,,1.3,1.1,1.6,1.3,1.6,1.3,1.9,1.6,2.3,1.6,1.51,1.22
肇庆,Zhaoqing,Guangdong,2013,66,,8,,15010.33,41.12419178,48.67,11545.76,5294.27,1146.43,2912.08,2192.98,,,0.769187619,100,98.8,98.8,320.16,239.41,,,2383.17,,2383.17,1296,3354.01,22.34,11.24,491.17,127.48,1433.56,,130.92,138.32,61.72,355734,315690,3122,36922,100,100,100,100,100,100,100,100,99.65,0.27,,,,3415.62,227.6,407.3,344614,2.3,242989,1.62,73962.88,45538.13,16930.04,2526.43,2084.58,,1505.11,4026.01,1148,1148,,159,,1.08,1.8,1.4,1.33,1,2.55,2.27,3.35,,1.68,1.48
清远,Qingyuan,Guangdong,2013,20,,1,,7241.82,19.84060274,22.75,6373.83,2238.72,293.55,91.96,163.32,4.79,3581.49,0.880142009,87.3,63,55,317.5,112,,,1753.56,2,1751.56,963.97,867.99,11.99,6.05,204.34,160.73,30,165,174.51,,1018.98,164297,163515,782,,100,100,100,100,100,100,100,100,97.7,0.28,1,290,2.9,2091.16,295,388,1413057,19.51,279602,2.98,36174.9,15879.23,9766.82,3074.44,2201.65,,1190,788.2,201,197,4,37,1,0.95,1.3,1.1,1.37,1.1,1.5,1.3,2.5,2.2,1.2,1.07
从化,Conghua,Guangdong,2013,10,,2,,3513.98,9.627342466,11.68,2941.81,1863.22,165.36,407.24,460.6,9.62,35.77,0.837173234,100,27,27,298.51,253.55,,,419.34,,419.34,269.54,501.91,14.28,1.2,101.76,59.17,14.55,,74.52,,169.34,38703,33305,300,5098,100,100,100,100,100,100,100,100,100,0.34,,350,,914.81,,259.3,297710,8.47,59657,1.7,12530,4180,3200.3,,,161.3,972.8,830.8,192,192,,35,1.58,1.46,1.77,1.65,1.62,1.5,2.32,2.2,2.87,2.75,1.71,1.64
兴宁,Xingning,Guangdong,2013,10,,2,,2482,6.8,7.33,1573,1070,119.01,139.22,169.4,75.37,,0.633763094,96,22,21.3,173,133,,,484.6,2.6,482,301,909,36.62,14.33,8.7,116.7,30.6,9.5,323,,,94753,82467,1261,11115,98,96,98,99,98.6,100,100,94.7,94.9,0.23,31.92,47.3,15.1,743.12,176,303,108215.2,4.36,1181432,2.38,17004,10522,2656,,,842,2420,992,538,538,,,1.17,1.1,1.48,1.25,1.62,1.46,2,1.85,2.44,2.11,1.49,
鹤山,Heshan,Guangdong,2013,17,,2,,4823,13.21369863,,2060,1045,,459,415,,141,0.42712005,,,,,,,,933,3,930,470,820,17,1.2,35,220,10,85,35,225,320,111772,95401,3188,13183,99.98,99.13,100,100,100,100,100,100,85,0.25,25.38,780,,1541,266,242,341065,5.54,135800,2.26,39538,22066,7037.38,520,388,,1410,882,240,240,,50,1.75,1.5,2.35,1.95,2.6,2.15,3,2.47,4.5,4.5,2.23,1.86
开平,Kaiping,Guangdong,2013,27,,3,,4405.75,12.07054795,12,3430.25,1746.03,210.45,728.31,669.8,31.25,44.41,0.778584804,100,30,30,313.26,159.45,,,776.78,,776.78,633.06,908.25,20.62,25.89,15.8,82.8,122.5,157,92.28,,306.4,134129,116282,559,17288,100,100,100,100,100,100,100,100,99,0.36,10,30,3,725.65,17,369,319748,7.26,64760,1.47,43355.4,31179.31,7130.38,,,771.54,2790,1088.7,310,310,,100,1.42,1.25,1.97,1.8,1.77,1.6,2.47,2.3,3.67,3.5,,1.65
台山,Taishan,Guangdong,2013,12,,1,,3436,9.41369863,,2817.79,1366.6,130.38,665.87,533.9,65.62,55.42,0.82007858,100,26,26,296.92,220.91,,,727.59,35,692.59,632.51,618.23,18,29.1,133.04,26.95,189.72,207.92,80.28,,54.68,112619,102511,526,9582,100,100,100,100,100,100,100,100,100,,,25,,642.08,,,185544,5.4,30924,0.9,22028.9,8668,4722.55,301,226,,1680,977.55,238,238,,69,1.37,1.15,1.9,1.6,1.61,1.35,2.44,2.05,4.05,3.4,1.63,1.41
新会,New club,Guangdong,2013,16.5,,2,,7035,19.2739726,21.74,5289,2652,319,1574,705,39,,0.751812367,100,41,41,353.42,177,,,341.94,,341.94,341.94,1733,24.64,2.9,69.07,,,,,,272.87,194902,165154,22204,7544,100,100,100,100,100,100,100,100,100,0.29,,118,,1474,296.79,458.25,230066,5.55,77707,1.68,39214,11366,9847,2788,2399,,1530,1605,278,231,47,85,1.2,0.98,2,1.7,1.6,1.6,2.6,2.1,3.65,2.95,,
恩平,Enping,Guangdong,2013,6,,1,,2405,6.589041096,6,2014,1185,76,364,343,46,,0.837422037,98,25,24.5,220,130,1,6,398.93,9,389.93,347.84,,15.98,,34.32,92.09,89,89.82,67.91,,16.8,,,,,100,100,100,100,100,100,100,100,,,,,,616.42,222.8,,211978,8.82,30638,1.27,12003,3529,2928,395,299,,1430,719,180,180,,,1.48,1.2,2.22,1.94,0.98,0.8,2.82,2.54,3.2,2.82,,
英德,Yingde,Guangdong,2013,11,,1,,1950,5.342465753,8.2,1294,860,,,430,,4,0.663589744,99,18,18,300,300,,,269.9,2,267.9,269.9,604.5,31,5.85,8.66,10.6,47.9,31.8,98.6,,72.3,53886,41430,,12456,98.74,99,99.4,99.8,98,98,99,98,99.8,0.13,5.7,45,2,646.1,121.1,98.7,98705,3.47,74497,2.87,12112,9428,2598,2,2,,3429,657,180,169,11,25,2.1,1.2,2.3,,2.2,1.3,2.5,1.5,3.2,2.1,2.09,2.21
高州,High state,Guangdong,2013,9,,1,,1746.13,4.783917808,5.92,1470.79,891.73,137.98,139.76,276.85,17.36,7.11,0.842314146,100,32.59,32.59,,,,,238.77,,238.77,218.96,354.78,19.39,8.53,1.95,8,65.44,30,97.3,36.08,,54651,45561,1118,7972,97.23,97.48,100,100,93.13,99.58,98.74,100,100,0.3,60.71,28,17,243,132.82,139.16,143700,7.85,36677,0.74,8579,2411,3071,,,172,2362,779,249,249,,18,1.6,1.36,1.7,1.36,1.8,1.4,1.8,1.4,,,1.6,1.36
雷州,Leizhou,Guangdong,2013,5,,1,,1016,2.783561644,3.5,707,636,12,11,33,,15,0.695866142,40,45,16,,,,,93,3.5,89.5,48.3,304,30,2.66,6.6,1.2,30,13.5,41.7,,,43446,42062,11,1373,98.5,98.1,98.2,99,98,99.8,99.7,97,99,0.36,10,35,3.5,320,280,380,150000,14.76,36000,3,1192,7735,1731,,,351,2970,433,130,128,2,11,1.5,1.3,2,1.55,1.8,1.6,2.05,1.8,2.25,2,1.63,1.44
罗定,Luoding,Guangdong,2013,8,,2,,2249,6.161643836,6.92,1441,922,83,101,240,8,87,0.640729213,100,20.5,20.5,192.58,134.85,,,630.9,1,629.9,131.48,787,34.99,34.05,27.01,5,56,4.65,3.5,,533.74,48897,42724,289,5884,99.98,99.9,100,100,99.95,100,100,100,99.5,0.31,4,19.5,0.78,370.22,32.92,451.36,67275,2.99,45681,2.03,8299,3196,2491,27,27,,1691,564,211,211,,26,1.2,1,1.6,1.15,1.6,1.2,1.6,1.5,,,1.27,1.11
四会,Four will,Guangdong,2013,15,,2,,4676.06,12.81112329,13.62,3084,1523,195,678,602,,86,0.659529604,100,28,28,293,149,1,5,388,,388,370.7,1592.67,34.06,,102,,78,10,,,198,105450,90129,694,14627,100,100,100,100,100,100,100,100,100,0.28,,,,1199.17,256.45,,223290,4.78,55177.5,1.18,11367,10596,3989,,,198,1451.4,747,235,220,15,14,1.81,1.8,2.75,2.3,2.2,2.05,2.75,,4.35,3.1,1.98,1.79
